post_id,mongo_id,platform,profile_url,source_stage,url,content_snippet,subtopic,nexus,violations,event,violations_str,violation_labels,violation_labels_str,reasoning,speech_type,intent,intensity_score,intensity_label,protected_expression,borderline,confidence,needs_url_enrichment,needs_fact_check,claim_to_verify,fact_check_note,enriched_from_url,fact_checked,skipped,status,stance,tone,target,polarity,sentiment_confidence,sentiment_reasoning,sentiment_skipped,sentiment_status
X1Nr0TLzw9I,6a53c91d6dadc213c0cc93db,youtube,https://www.youtube.com/channel/UCQbR6MYFRSO7_HedL0hVTtw,search,https://www.youtube.com/watch?v=X1Nr0TLzw9I,CJP Protest BJP corruption exposed #cjp #bjp #protest part 2,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet is a short, direct statement about CJP protesting BJP corruption, which falls under political criticism.",political_criticism,criticizing BJP corruption,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,The title explicitly states 'BJP corruption exposed' in relation to the CJP protest.,FALSE,ok
kZFhicEEspM,6a53c91e6dadc213c0cc93dd,youtube,https://www.youtube.com/channel/UClZ7euETZsIZrOcXESMQVIw,search,https://www.youtube.com/watch?v=kZFhicEEspM,"SYSTEM ERROR | CJP's Fight Against Corruption by CJP_Voice 🎤 CJP: SYSTEM ERROR | One Voice Against a Broken System This is not just a rap song—it's the voice of every student whose dreams were shattered by paper leaks, every unemployed youth fighting for a fair chance, and every citizen demanding accountability. ""SYSTEM ERROR"" is a hard-hitting protest rap inspired by the growing demand for justice, transparency, and change. Through powerful lyrics and aggressive delivery, this track speaks aga…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet describes a protest rap song about paper leaks, unemployment, and demanding accountability, which is a form of artistic protest and political criticism.",satire_meme,protesting corruption and demanding accountability,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.95,The post describes a rap song as 'CJP's Fight Against Corruption' and 'the voice of every student whose dreams were shattered by paper leaks'.,FALSE,ok
73FU3Iv_ZSw,6a53c91f6dadc213c0cc93de,youtube,https://www.youtube.com/channel/UChx3Nuf_EpZxHuBO34i1WqQ,search,https://www.youtube.com/watch?v=73FU3Iv_ZSw,Jantar Mantar CJP Delhi Protest: CJP protest में गाना लिखने वाले काशिफ का पहला एक्सक्लूसिव इंटरव्यू! Jantar Mantar CJP Delhi Protest: CJP protest में गाना लिखने वाले काशिफ का पहला एक्सक्लूसिव इंटरव्यू! #JantarMantarProtest #Delhinewstoday #DelhiUpdates #ModiSarkar #Corruption #NewsUpdate #education #PMModiji #DharmendraPradhan #jaibheemchallenge #jaibheem #JantarMantar #DelhiUpdates #cjp #CJPProtest #viralreel #delhi In this video: Jantar Mantar Protest Paper Leak Dharmendra Pradhan Education S…,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content reports on an interview with a songwriter involved in the CJP protest, discussing corruption and paper leaks. This is news reporting on protest activities.",news_report,reporting on protest activities and issues,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on an exclusive interview with a songwriter at the CJP protest, focusing on news reporting.",FALSE,ok
Ok_S8TLLYgE,6a53c91f6dadc213c0cc93df,youtube,https://www.youtube.com/channel/UClpsjCHCTLQiOZuktmtnFIg,search,https://www.youtube.com/watch?v=Ok_S8TLLYgE,Khulle Aam Corruption Chal Raha #godimedia #cjp #protest #students,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet states 'Khulle Aam Corruption Chal Raha' (Corruption is openly happening) in the context of CJP protest, which is a direct political accusation.",accusation,accusing of open corruption,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,"The title 'Khulle Aam Corruption Chal Raha' directly criticizes widespread corruption, linking it to the protest.",FALSE,ok
bC0gDCPvadI,6a53c9206dadc213c0cc93e0,youtube,https://www.youtube.com/channel/UCJEDFSxHHOW1PpBccdSxOTA,search,https://www.youtube.com/watch?v=bC0gDCPvadI,"From Mahua Moitra To Sanjay Singh: Big Names Who Joined CJP's Protest So Far | Jantar Mantar CJP Protest: A week into the CJP's hunger strike at Delhi's Jantar Mantar, the protest has grown from a small gathering into a wider, more organised movement. With activist Sonam Wangchuk at its forefront, people from across the country have joined the call for justice. Student organisations like SFI and AISF have also stepped in, adding fresh momentum to the agitation. As opposition parties extend supp…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content reports on various public figures and organizations joining the CJP protest, highlighting its growth and demands for justice. This is news reporting on a protest movement.",news_report,reporting on protest growth and support,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.85,"The post reports on prominent figures joining the CJP hunger strike, detailing the growth of the movement.",FALSE,ok
OVpL-r6S-Gk,6a53c9206dadc213c0cc93e1,youtube,https://www.youtube.com/channel/UCYnDm8LyYfYPPvLOeQeogQw,search,https://www.youtube.com/watch?v=OVpL-r6S-Gk,"CJP 🪳 | Mission: Fight Corruption, Not Common People!#cjp #cjpprotest #corruptionprotest",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet states CJP's mission is to 'Fight Corruption, Not Common People!', which is a clear statement of purpose for a protest movement.",protest_demand,stating protest mission against corruption,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.9,"The post explicitly states 'Mission: Fight Corruption, Not Common People!' in support of CJP.",FALSE,ok
jXgvo-PsJV8,6a53c9216dadc213c0cc93e2,youtube,https://www.youtube.com/channel/UCt0n9skCrGvC97AIywt6o7A,search,https://www.youtube.com/watch?v=jXgvo-PsJV8,"CJP Protest: कॉकरोच पार्टी का समर्थन देने पहुंचे सिंगर 'काका' | Desh Neeti CJP Protest: कॉकरोच पार्टी का समर्थन देने पहुंचे सिंगर 'काका' | Desh Neeti #NEETScam #PaperLeak #JantarMantarProtest #DharmendraPradhan #AbhijeetDipke #justiceforstudents #YouthPower #EducationSystem #DeshNeeti#JantarMantarProtest #NEETProtest #DharmendraPradhanResign #StudentProtest #PaperLeak #ModiGovernment #abhijeetdipke #kaka #JantarMantarProtest, #studentprotest Deshneeti website link https://www.deshneeti.com/ FRE…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content reports on a singer supporting the CJP protest, discussing exam leaks and demanding resignations. This is standard protest reporting.",news_report,report on protest support,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,The post reports on singer 'Kaka' arriving to support the 'Cockroach Party' (CJP) protest.,FALSE,ok
9axiYQm8KCk,6a53c9216dadc213c0cc93e3,youtube,https://www.youtube.com/channel/UCyyw8m8EzPVjbA7WkprzOkg,search,https://www.youtube.com/watch?v=9axiYQm8KCk,"CJP Protest Against Exam Corruption #thespyne #CJP #ExamCorruption #ExamScam #StudentProtest #EducationReform #FairExams #TransparentRecruitment #YouthVoice #JusticeForStudents #RecruitmentScam #PaperLeak #CompetitiveExams #Education #India #studentrights At Spyne, we question power, track policies, and connect the dots between governance, politics, business, tech, and the people who drive change. We believe in accountable journalism facts over noise, logic over bias. Whether it’s India’s corri…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,The content reports on CJP protests against exam corruption and advocates for fair exams and education reform. This is political criticism and news reporting.,news_report,report on protest against corruption,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.85,The post reports on CJP protest against exam corruption and describes the news outlet's mission of accountable journalism.,FALSE,ok
SvKtkhe_sbQ,6a53c9226dadc213c0cc93e4,youtube,https://www.youtube.com/channel/UCQp6DTAHhFX4rAn0RFzCdfA,search,https://www.youtube.com/watch?v=SvKtkhe_sbQ,we against of corruption cjp,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet 'we against of corruption cjp' expresses opposition to corruption, aligning with the CJP movement's goals. This is a political statement.",political_criticism,express opposition to corruption,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.9,"The post explicitly states 'we against of corruption cjp', indicating support for CJP's anti-corruption stance.",FALSE,ok
i3gANPYRprc,6a53c9226dadc213c0cc93e5,youtube,https://www.youtube.com/channel/UCyyw8m8EzPVjbA7WkprzOkg,search,https://www.youtube.com/watch?v=i3gANPYRprc,"CJP Protest Against Exam Corruption #thespyne #CJP #ExamCorruption #ExamScam #StudentProtest #EducationReform #FairExams #TransparentRecruitment #YouthVoice #JusticeForStudents #RecruitmentScam #PaperLeak #CompetitiveExams #Education #India #studentrights At Spyne, we question power, track policies, and connect the dots between governance, politics, business, tech, and the people who drive change. We believe in accountable journalism facts over noise, logic over bias. Whether it’s India’s corri…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,The content reports on CJP protests against exam corruption and advocates for fair exams and education reform. This is political criticism and news reporting.,news_report,report on protest against corruption,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.85,The post reports on CJP protest against exam corruption and describes the news outlet's mission of accountable journalism.,FALSE,ok
DJJejQKvgcg,6a53c9236dadc213c0cc93e6,youtube,https://www.youtube.com/channel/UC_eEVTCT2A8O8NimaGw6how,search,https://www.youtube.com/watch?v=DJJejQKvgcg,"CJP Targets BJP Government: We Want a Corruption-Free & Accountable System #shorts CJP leaders said their movement is about more than one minister. They argued that the real fight is for transparency, accountability, and a corruption-free system. During the protest, they urged the government to listen to people’s concerns and called for systemic reforms rather than political blame. CJP/Cockroach Janta Party/CJP Protest/Dharmendra Pradhan/Government Accountability/Transparency/Corruption Free Sy…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content discusses CJP's demands for a corruption-free and accountable system, criticizing the BJP government. This is political criticism and protest demand.",political_criticism,demand systemic reform and accountability,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,The post states 'CJP Targets BJP Government: We Want a Corruption-Free & Accountable System' and calls for systemic reforms.,FALSE,ok
MJQZqU0jV2c,6a53c9236dadc213c0cc93e7,youtube,https://www.youtube.com/channel/UCyyw8m8EzPVjbA7WkprzOkg,search,https://www.youtube.com/watch?v=MJQZqU0jV2c,"CJP Protest Against Exam Corruption #thespyne #CJP #ExamCorruption #ExamScam #StudentProtest #EducationReform #FairExams #TransparentRecruitment #YouthVoice #JusticeForStudents #RecruitmentScam #PaperLeak #CompetitiveExams #Education #India #studentrights At Spyne, we question power, track policies, and connect the dots between governance, politics, business, tech, and the people who drive change. We believe in accountable journalism facts over noise, logic over bias. Whether it’s India’s corri…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,The content reports on CJP protests against exam corruption and advocates for fair exams and education reform. This is political criticism and news reporting.,news_report,report on protest against corruption,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.85,The post reports on CJP protest against exam corruption and describes the news outlet's mission of accountable journalism.,FALSE,ok
yy2WtP8i-e0,6a53c9246dadc213c0cc93e8,youtube,https://www.youtube.com/channel/UCSGlI_iZLlybM1URT29E5eA,search,https://www.youtube.com/watch?v=yy2WtP8i-e0,क्या बच्चे ने सही किया? #news #police #cjp #abhijeetdipke #india #corruption #corruptpolice क्या बच्चे ने सही किया? #news #police #cjp #abhijeetdipke #india #corruption #corruptpolice #viral #revenge #boy #mother #cjpprotest #jantarmantar #delhi #policedepartment #corruptofficer,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content asks 'Did the child do the right thing?' in the context of police and corruption, implying criticism of corrupt police. This is political criticism.",political_criticism,criticize corrupt police,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.9,"The post questions 'क्या बच्चे ने सही किया?' in the context of 'corruptpolice' and 'corruptofficer', implying criticism of police corruption.",FALSE,ok
DgcQsPltcaw,6a53c9246dadc213c0cc93e9,youtube,https://www.youtube.com/channel/UCUTRH5LAp3bMtUECoxDhavA,search,https://www.youtube.com/watch?v=DgcQsPltcaw,HC Justice Madhav Jaamdaar #justice #bjp #modi #news #corruptsystem #corruption #cjp #protestnews,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content mentions 'HC Justice Madhav Jaamdaar' and 'corruptsystem', linking it to CJP and protest news. This is political criticism.",political_criticism,criticize a corrupt system,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,Hashtags #corruptsystem #corruption #cjp #protestnews directly criticize the system and imply support for CJP's anti-corruption stance.,FALSE,ok
B8wbwhHlQhw,6a53c9256dadc213c0cc93ea,youtube,https://www.youtube.com/channel/UCos9V2JOG_gyiZ8jmQyTTYA,search,https://www.youtube.com/watch?v=B8wbwhHlQhw,corruption 1|| #corruptioninpolitics #cjp #shortsyoutube #cjp #paper #leak #paperleak #corruption #viral #pmmodi #core #song #music #sleepmusic #satisfying #funny,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,The content highlights 'corruption in politics' and 'paper leak' in relation to CJP and PM Modi. This is political criticism.,political_criticism,criticize political corruption and paper leaks,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,Hashtags like #corruptioninpolitics #paperleak #corruption #pmmodi clearly criticize the government and its handling of issues.,FALSE,ok
NW4eyG1kPyQ,6a53c9266dadc213c0cc93ec,youtube,https://www.youtube.com/channel/UCI71UUpWcj6n-2h6s3XPZEw,search,https://www.youtube.com/watch?v=NW4eyG1kPyQ,Remove Corruption. #education #cjpprotest #corruptionindia #sonamwangchuk #abhijitdipke #cjp #fyp,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet is a general call to remove corruption, using relevant hashtags for the CJP movement.",protest_demand,demand removal of corruption,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,pro_cjp,supportive,cjp,positive,0.9,The direct demand 'Remove Corruption' combined with #cjpprotest and naming CJP leaders indicates support for the protest's goals.,FALSE,ok
vP42oP6fu_4,6a53c9276dadc213c0cc93ef,youtube,https://www.youtube.com/channel/UCsAIa73K9izwkxAjv6WcxxQ,search,https://www.youtube.com/watch?v=vP42oP6fu_4,"Youth Compares India's Education System with China, Claims Education Is Being Ignored, Sparks Debate During the CJP protest at Jantar Mantar, a young participant spoke about India's education system and compared it with China. According to the speaker, China has made significant progress in education, while he claimed that India's education sector continues to face corruption and inadequate attention. The speaker further alleged that although infrastructure such as roads has seen development, e…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet reports on a protest participant's criticism of India's education system and comparison with China, alleging corruption.",news_report,report on criticism of India's education system during protest,2,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,government,negative,0.9,"The speaker directly criticizes India's education system for corruption and inadequate attention, comparing it unfavorably to China, during a CJP protest.",FALSE,ok
ikSsZaKcfkY,6a53c9286dadc213c0cc93f0,youtube,https://www.youtube.com/channel/UCF7tJpqRL1kVSAOk3UMfSPQ,search,https://www.youtube.com/watch?v=ikSsZaKcfkY,"CJP Protest Jantar Mantar: Anna Hazare यांना जे जमलं ते CJP च्या आंदोलनाला का जमत नाही, कारणं काय ? #BolBhidu #CJP #AnnaHazare दिल्लीच्या त्याच जंतर-मंतरवर पुन्हा एकदा उपोषणाला सुरुवात झालीये. यावेळी निमित्त आहे, कॉक्रोच जनता पार्टीच्या आंदोलनाचं. देशातल्या पेपरफुटीच्या मुद्यावरून, केंद्रीय शिक्षण मंत्री धर्मेंद्र प्रधान यांच्या राजीनाम्यासाठी २० जूनपासून दिल्लीत हे आंदोलन सुरु झालं. या आंदोलनाला आता तब्बल २१ दिवसांपेक्षा अधिक दिवस उलटून गेलेत. याच आंदोलनाचा भाग म्हणून २८ जूनपासून सामाजिक कार्य…",cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The content discusses the CJP protest at Jantar Mantar, comparing it to Anna Hazare's movement and questioning its effectiveness.",news_report,report and analyze the CJP protest's progress,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on the CJP protest, its duration, and compares it to Anna Hazare's movement, asking 'why it's not working' without taking a clear side.",FALSE,ok
5-oVB7IhsH8,6a53c9286dadc213c0cc93f1,youtube,https://www.youtube.com/channel/UCOS0TuVNSG7d84IJqb5v3Aw,search,https://www.youtube.com/watch?v=5-oVB7IhsH8,Police जहाँ Corruption और लूटपाट चल रही होगी वहाँ नहीं जायेगी अपना हक़ माँगो तो Police #cjp #protest Police जहाँ Corruption और लूटपाट चल रही होगी वहाँ नहीं जायेगी अपना हक़ माँगो तो Police #cjp #protest #cockroachjantaparty #cockroachvideos #youth,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"The snippet criticizes police for not addressing corruption and loot, but instead confronting those demanding their rights.",political_criticism,criticize police inaction on corruption and response to protesters,3,elevated,TRUE,TRUE,0.85,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_government,critical,police,negative,0.85,"Criticizes police for not acting against corruption but acting against those demanding rights, supporting the CJP's cause.",FALSE,ok
lE7UwuQSvC4,6a53c9296dadc213c0cc93f2,youtube,https://www.youtube.com/channel/UC69DUwZtMvRDV9iQT3EbNgw,search,https://www.youtube.com/watch?v=lE7UwuQSvC4,cjp protest 😨 #cjp #neet #neetpaperleak #protest #corruption,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"This is a short, general post about the CJP protest, NEET paper leak, and corruption, without specific violative content.",news_report,report on CJP protest and corruption,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.7,"The snippet is a short news report using hashtags to describe the CJP protest, NEET paper leak, and corruption, without explicit stance.",FALSE,ok
GkqJFzsZuak,6a53c9296dadc213c0cc93f3,youtube,https://www.youtube.com/channel/UC69DUwZtMvRDV9iQT3EbNgw,search,https://www.youtube.com/watch?v=GkqJFzsZuak,cjp protest 😨 #cjp #neet #neetpaperleak #protest #corruption,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"This is a short, general post about the CJP protest, NEET paper leak, and corruption, without specific violative content.",news_report,report on CJP protest and corruption,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.7,"The snippet is a short news report using hashtags to describe the CJP protest, NEET paper leak, and corruption, without explicit stance.",FALSE,ok
80heW-gGMjo,6a53c92a6dadc213c0cc93f4,youtube,https://www.youtube.com/channel/UC69DUwZtMvRDV9iQT3EbNgw,search,https://www.youtube.com/watch?v=80heW-gGMjo,cjp protest 😨 #cjp #neet #neetpaperleak #protest #corruption,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"This is a short, general post about the CJP protest, NEET paper leak, and corruption, without specific violative content.",news_report,report on CJP protest and corruption,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.7,"The snippet is a short news report using hashtags to describe the CJP protest, NEET paper leak, and corruption, without explicit stance.",FALSE,ok
wvWF4u3ACaw,6a53c92a6dadc213c0cc93f5,youtube,https://www.youtube.com/channel/UC69DUwZtMvRDV9iQT3EbNgw,search,https://www.youtube.com/watch?v=wvWF4u3ACaw,cjp protest 😨 #cjp #neet #neetpaperleak #protest #corruption,cjp corruption,,['NONE'],,NONE,['NONE'],NONE,"This is a short, general post about the CJP protest, NEET paper leak, and corruption, without specific violative content.",news_report,report on CJP protest and corruption,1,low,TRUE,FALSE,0.9,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.7,"The snippet is a short news report using hashtags to describe the CJP protest, NEET paper leak, and corruption, without explicit stance.",FALSE,ok
av_GfSBevI4,6a53c92b6dadc213c0cc93f6,youtube,https://www.youtube.com/channel/UCa6PbNslPNT1V2tybTIbUkg,search,https://www.youtube.com/watch?v=av_GfSBevI4,"Prakash Raj at CJP Protest Sparks Debate 😂 #shorts Prakash Raj at CJP Protest Sparks Debate 😂 #shorts Prakash Raj is back in the headlines after appearing at a CJP protest, where his remarks quickly went viral on social media. Videos from the protest have sparked mixed reactions online. Supporters praised his participation and message, while critics questioned the turnout and shared their own interpretations of the event. The clips have since generated widespread discussion across social media…",cjp debate,,['NONE'],,NONE,['NONE'],NONE,"This snippet reports on Prakash Raj's participation in a CJP protest and the resulting online debate, which is standard news commentary.",news_report,report on celebrity involvement in protest,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post reports on Prakash Raj's appearance at a CJP protest and the 'debate' and 'mixed reactions' it sparked, presenting both supportive and critical views without endorsing one.",FALSE,ok
_WLR6L3g8Ws,6a53c92b6dadc213c0cc93f7,youtube,https://www.youtube.com/channel/UCnvGA-w5K0Ro4veos3j7UTw,search,https://www.youtube.com/watch?v=_WLR6L3g8Ws,"CJP Protest Par Sab Khamosh?🤐 #youtubeshorts #viral #shortvideo #cjp #feedshorts #ai #fyp #explore Hazaron students aur activists protest kar rahe hain. Social media par ek bada sawal baar-baar poocha ja raha hai—kya celebrities ko aise public issues par bolna chahiye, ya unhe neutral rehne ka poora haq hai? Is video mein hum CJP protest ke context mein isi debate ko facts ke saath explore karte hain. Yeh video kisi vyakti ya celebrity par aarop nahi lagata, balki public expectation aur celebri…",cjp debate,,['NONE'],,NONE,['NONE'],NONE,"The content discusses the debate around celebrity involvement in public issues like the CJP protest, framed as a neutral exploration.",political_criticism,discuss celebrity role in protests,1,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.8,"The post discusses the debate around whether celebrities should speak on public issues like the CJP protest, exploring the topic 'with facts' and explicitly stating it's not an accusation.",FALSE,ok
157dJiNkvVQ,6a53c92c6dadc213c0cc93f8,youtube,https://www.youtube.com/channel/UCNAtGjcHQhiLKA6-NaqAQCA,search,https://www.youtube.com/watch?v=157dJiNkvVQ,प्रोटेस्ट या नौटंकी ? 😈 #cjp #cockroachjantaparty #NEET #NEETProtest #Students #Education #Justice #StudentRights #MedicalStudents #CurrentAffairs #BreakingNews #India #IndianPolitics #Youth #Trending #Viral #YouTubeShorts #InstagramReels #HindiNews #NewsUpdate #ReelIndia #TrendingNow #EducationSystem #StudentVoice #Exam #Protest #Debate,cjp debate,,['NONE'],,NONE,['NONE'],NONE,"The title 'प्रोटेस्ट या नौटंकी ?' (Protest or Drama?) is a rhetorical question, indicating political criticism or debate, not a violation.",political_criticism,question the legitimacy of the protest,2,low,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,anti_cjp,mocking,cjp,negative,0.9,The title 'प्रोटेस्ट या नौटंकी ? 😈' (Protest or drama?) with a devil emoji clearly mocks and questions the legitimacy of the CJP protest.,FALSE,ok
Sc1MBZiy3yY,6a53c92d6dadc213c0cc93f9,youtube,https://www.youtube.com/channel/UC8XCMdNtA5gaQK4dJy_u33Q,search,https://www.youtube.com/watch?v=Sc1MBZiy3yY,"CJP protest video sparks debate as viewers question Abhijit Dipke's actions. 🎥🤔 #Shorts A viral video from the CJP protest has sparked intense debate online, with many viewers questioning the actions shown in the footage involving Abhijit Dipke. The incident has triggered discussions about protests, accountability, and public perception. 👉 What do you think about this controversy? Share your opinion in the comments below. 👍 Like this video if you found it informative. 🔔 Subscribe for more trend…",cjp debate,,['NONE'],,NONE,['NONE'],NONE,"This snippet reports on a viral video from the CJP protest and the debate surrounding Abhijit Dipke's actions, which is news commentary.",news_report,report on protest controversy,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"The snippet reports on a debate sparked by a CJP protest video and asks for viewer opinions, indicating a neutral reporting stance.",FALSE,ok
djsqk6P7_aU,6a53c92e6dadc213c0cc93fb,youtube,https://www.youtube.com/channel/UCppuEwZwV9ifFzrPFqCKeMQ,search,https://www.youtube.com/watch?v=djsqk6P7_aU,"CJP Food Fest - Sonam Wanchuk vs Abhijit Dipke #shorts #cjp CJP Food Fest - Sonam Wanchuk vs Abhijit Dipke #shorts #cjp While Sonam Wangchuk continues his hunger protest, a viral moment involving Abhijit Dipke enjoying food at the CJP Food Fest has triggered intense debate and reactions across social media. In this YouTube Shorts video, we look at the viral clip, the context behind it, and why many people are drawing comparisons between the ongoing protest and the celebrations at the event. The…",cjp debate,,['NONE'],,NONE,['NONE'],NONE,"This snippet reports on a comparison between Sonam Wangchuk's hunger strike and Abhijit Dipke eating at a 'CJP Food Fest', which is news commentary.",news_report,report on protest-related controversy,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"The snippet reports on a viral moment involving Abhijit Dipke and Sonam Wangchuk, highlighting a debate without taking a side.",FALSE,ok
6leDO97jf5o,6a53c92f6dadc213c0cc93fc,youtube,https://www.youtube.com/channel/UCsAIa73K9izwkxAjv6WcxxQ,search,https://www.youtube.com/watch?v=6leDO97jf5o,"Pushpendra Saroj (MP) Arrive Jantar Mantar, Breaks Silence on Late Support to CJP Paper Leak Protest Why did one of India's youngest MPs reach the protest later? That was the key question asked by Lok Report journalist Muzaffar Kamal during an exclusive interview with Pushpendra Saroj, MP from Kaushambi, at Jantar Mantar, Delhi, where students and activists have been protesting over the alleged paper leak issue. When asked why he took time to extend support to the CJP-backed protest, Pushpendra…",cjp debate,,['NONE'],,NONE,['NONE'],NONE,"The content reports on an MP joining the CJP protest and addressing questions about his late support, which is standard news reporting.",news_report,report on political support for protest,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,cjp,neutral,0.9,"The snippet reports on an MP arriving at the protest and being questioned about his late support, presenting facts without bias.",FALSE,ok
3IRpJr6VEQk,6a53c92f6dadc213c0cc93fd,youtube,https://www.youtube.com/channel/UCJEDFSxHHOW1PpBccdSxOTA,search,https://www.youtube.com/watch?v=3IRpJr6VEQk,"CJP Protest: Sonam Wangchuk's Health Deteriorates As Hunger Strike Reaches 10 Days Activist and Educationist Sonam Wangchuk's health deteriorated. He has been on a hunger strike for the last 10 days. In the meantime, Wangchuk has lost about 6.25kg. The activist had called for a indefinite strike till Union Education Minister Dharmendra Pradhan resigns #SonamWangchuk #HungerStrike #CJPProtest #CockroachJantaParty #DharmendraPradhan #EducationReform #NEP #SaveEducation #StudentsProtest #JantarMan…",cjp debate,,['NONE'],,NONE,['NONE'],NONE,"This snippet reports on Sonam Wangchuk's deteriorating health during his hunger strike for the CJP protest, which is news reporting.",news_report,report on protestor's health,0,none,TRUE,FALSE,1,FALSE,FALSE,,,FALSE,FALSE,FALSE,ok,neutral_news,informative,pradhan,neutral,0.9,"The snippet reports on Sonam Wangchuk's deteriorating health during a hunger strike and his demand for Pradhan's resignation, presenting factual news.",FALSE,ok
